DOI,year,PDF,node_id
10.1503/cmaj.170846,2018,"Brunham - 2018 - The genome, microbiome and evolutionary medicine.pdf",934
10.1016/j.canlet.2024.216906,2024,1-s2.0-S0304383524002994-main.pdf,935
10.3390/ijms25136918,2024,Manteghi et al. - 2024 - Peptosome A New Efficient Transfection Tool as an Alternative to Liposome.pdf,936
10.1016/j.celrep.2015.04.007,2015,Merkle et al. - 2015 - Efficient CRISPR-Cas9-Mediated Generation of Knockin Human Pluripotent Stem Cells Lacking Undesired.pdf,937
10.3390/v15030713,2023,Segura et al. - 2023 - Gene Therapy for β-Hemoglobinopathies From Discovery to Clinical Trials.pdf,938
10.1016/s0027-5107(00)00040-3,2000,1-s2.0-S0027510700000403-main.pdf,939
10.1162/glep_a_00566,2020,"Clapp and Ruder - 2020 - Precision Technologies for Agriculture Digital Farming, Gene-Edited Crops, and the Politics of Sust.pdf",940
10.1038/nature25164,2017,Gao et al. - 2018 - Treatment of autosomal dominant hearing loss by in vivo delivery of genome editing agents.pdf,941
10.1128/aem.00158-21,2021,Li et al. - 2021 - Improving Acetic Acid and Furfural Resistance of Xylose-Fermenting Saccharomyces cerevisiae Strains.pdf,942
10.3390/plants12091892,2023,Gajardo et al. - 2023 - The Potential of CRISPRCas Technology to Enhance Crop Performance on Adverse Soil Conditions.pdf,943
10.1038/s41583-020-0323-1,2020,s41583-020-0323-1.pdf,944
10.1021/acschembio.7b00657,2017,Kampmann - 2018 - CRISPRi and CRISPRa Screens in Mammalian Cells for Precision Biology and Medicine.pdf,945
10.3390/ijms25179233,2024,Jang and Yim - 2024 - Toward DNA-Based Recording of Biological Processes.pdf,946
10.1146/annurev-micro-091014-104441,2015,annurev-micro-091014-104441.pdf,947
10.1016/j.carbpol.2024.122616,2024,1-s2.0-S0144861724008427-main.pdf,948
10.1038/nbt.2507,2013,nbt.2507.pdf,949
10.1016/j.aca.2024.343040,2024,1-s2.0-S0003267024008419-main.pdf,950
10.1186/s40504-018-0084-z,2018,Kearnes et al. - 2018 - How to do things with metaphors engineering life as hodgepodge.pdf,951
10.1126/science.1159689,2008,Brouns et al. - 2008 - Small CRISPR RNAs Guide Antiviral Defense in Prokaryotes.pdf,952
10.1111/j.1365-2958.1993.tb01721.x,2006,Molecular Microbiology - August 1993 - Mojica - Transcription at different salinities of Haloferax mediterranei sequences.pdf,953
10.1016/j.jmb.2018.05.044,2019,Brokowski and Adli - 2019 - CRISPR Ethics Moral Considerations for Applications of a Powerful Tool.pdf,954
10.1038/nbt.4066,2018,Casini et al. - 2018 - A highly specific SpCas9 variant is identified by in vivo screening in yeast.pdf,955
10.1016/j.bcp.2023.115449,2023,1-s2.0-S0006295223000400-main.pdf,956
10.1038/s41587-024-02461-3,2024,s41587-024-02461-3.pdf,957
10.14245/ns.2040042.021,2020,Takeoka et al. - 2020 - Gene Therapy Approach for Intervertebral Disc Degeneration An Update.pdf,958
10.4155/fmc-2023-0091,2023,Small-Molecule Oligonucleotides As Smart Modality for Antiviral Therapy  A Medicinal Chemistry Perspective.pdf,959
10.3389/fpls.2023.1331258,2024,"Prado et al. - 2024 - CRISPR technology towards genome editing of the perennial and semi-perennial crops citrus, coffee an.pdf",960
10.1007/s00294-018-0887-8,2018,Adames et al. - 2019 - Yeast genetic interaction screens in the age of CRISPRCas.pdf,961
10.1145/3292517,2018,3292517.pdf,962
10.7554/elife.00471,2013,Jinek et al. - 2013 - RNA-programmed genome editing in human cells.pdf,963
10.1105/tpc.16.00922,2017,Čermák et al. - 2017 - A Multipurpose Toolkit to Enable Advanced Genome Engineering in Plants.pdf,964
10.1007/s11032-024-01451-2,2024,Camenzind et al. - 2024 - Breeding for durable resistance against biotrophic fungal pathogens using transgenes from wheat.pdf,965
10.1182/bloodadvances.2022008966,2023,Iyer et al. - 2023 - Applying CRISPR-Cas9 screens to dissect hematological malignancies.pdf,966
10.1016/j.tibtech.2023.05.001,2023,1-s2.0-S0167779923001488-main.pdf,967
10.1038/nature26155,2018,Hu et al. - 2018 - Evolved Cas9 variants with broad PAM compatibility and high DNA specificity.pdf,968
10.1182/blood.2019003776,2021,Abraham and Tisdale - 2021 - Gene therapy for sickle cell disease moving from the bench to the bedside.pdf,969
10.1038/s41593-024-01814-0,2024,s41593-024-01814-0.pdf,970
10.1111/1744-7917.13447,2024,Insect Science - 2024 - Liu - Efficient CRISPR‐mediated genome editing can be initiated by embryonic injection but not by.pdf,971
10.3390/genes15121599,2024,genes-15-01599.pdf,972
10.1038/nbt.1775,2011,Zhang et al. - 2011 - Efficient construction of sequence-specific TAL effectors for modulating mammalian transcription.pdf,973
10.1038/s41419-018-0793-5,2018,Zhang et al. - 2018 - LncRNA KCNQ1OT1 regulates proliferation and cisplatin resistance in tongue cancer via miR-211-5p med.pdf,974
10.1101/gad.1742908,2008,Carte2008GeneDev.pdf,975
